Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
07/22/2020,02/01/2020,07/11/2020,Connecticut,Male,25-34 years,,194,,,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Connecticut,Male,35-44 years,16,223,,,0,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Connecticut,Male,45-54 years,69,453,26,13,,85,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Connecticut,Male,55-64 years,213,"1,048",86,49,,253,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Connecticut,Male,65-74 years,429,"1,575",175,113,10,498,
07/22/2020,02/01/2020,07/11/2020,Connecticut,Male,75-84 years,538,"1,973",229,129,,646,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Connecticut,Male,85 years and over,675,"2,480",320,164,,840,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Connecticut,Male,All ages,"1,950","8,049",850,472,35,"2,360",
07/22/2020,02/01/2020,07/11/2020,Connecticut,Female,Under 1 year,0,24,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Connecticut,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Connecticut,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Connecticut,Female,15-24 years,,33,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Connecticut,Female,25-34 years,,56,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Connecticut,Female,35-44 years,,115,,0,0,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Connecticut,Female,45-54 years,26,234,10,,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Connecticut,Female,55-64 years,109,623,49,25,,138,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Connecticut,Female,65-74 years,273,"1,113",137,67,,346,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Connecticut,Female,75-84 years,521,"1,997",213,123,13,624,
07/22/2020,02/01/2020,07/11/2020,Connecticut,Female,85 years and over,"1,138","4,149",385,209,11,"1,325",
07/22/2020,02/01/2020,07/11/2020,Connecticut,Female,All ages,"2,081","8,354",800,431,37,"2,487",
07/22/2020,02/01/2020,07/11/2020,Connecticut,Unknown,All ages,0,24,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Connecticut Total,All,All Ages,"4,031","16,427","1,651",903,73,"4,849",
07/22/2020,02/01/2020,07/11/2020,Delaware,Male,Under 1 year,0,11,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Delaware,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Delaware,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Delaware,Male,15-24 years,,26,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Delaware,Male,25-34 years,,67,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Delaware,Male,35-44 years,,79,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Delaware,Male,45-54 years,10,145,,,0,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Delaware,Male,55-64 years,29,326,23,15,0,37,
07/22/2020,02/01/2020,07/11/2020,Delaware,Male,65-74 years,66,541,62,31,,98,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Delaware,Male,75-84 years,67,584,43,25,,88,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Delaware,Male,85 years and over,63,573,48,27,,85,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Delaware,Male,All ages,242,"2,360",189,104,,332,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Delaware,Female,Under 1 year,0,11,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Delaware,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Delaware,Female,5-14 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Delaware,Female,15-24 years,,12,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Delaware,Female,25-34 years,,20,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Delaware,Female,35-44 years,,53,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Delaware,Female,45-54 years,15,86,,,0,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Delaware,Female,55-64 years,20,244,21,10,,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Delaware,Female,65-74 years,40,438,42,15,,70,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Delaware,Female,75-84 years,65,619,59,24,,101,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Delaware,Female,85 years and over,128,974,85,37,,180,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Delaware,Female,All ages,275,"2,463",223,96,11,413,
07/22/2020,02/01/2020,07/11/2020,Delaware,Unknown,All ages,0,0,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Delaware Total,All,All Ages,517,"4,823",412,200,16,745,
07/22/2020,02/01/2020,07/11/2020,District of Columbia,Male,Under 1 year,,24,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,District of Columbia,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,District of Columbia,Male,5-14 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,District of Columbia,Male,15-24 years,0,51,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,District of Columbia,Male,25-34 years,,81,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,District of Columbia,Male,35-44 years,16,110,17,15,,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,District of Columbia,Male,45-54 years,40,175,45,40,,46,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,District of Columbia,Male,55-64 years,67,375,88,63,,93,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,District of Columbia,Male,65-74 years,117,491,145,116,,147,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,District of Columbia,Male,75-84 years,78,340,101,77,0,102,
07/22/2020,02/01/2020,07/11/2020,District of Columbia,Male,85 years and over,56,296,66,55,,68,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,District of Columbia,Male,All ages,379,"1,959",471,370,,485,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,District of Columbia,Female,Under 1 year,0,19,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,District of Columbia,Female,1-4 years,0,,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,District of Columbia,Female,5-14 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,District of Columbia,Female,15-24 years,0,10,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,District of Columbia,Female,25-34 years,,35,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,District of Columbia,Female,35-44 years,,39,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,District of Columbia,Female,45-54 years,20,102,26,20,0,26,
07/22/2020,02/01/2020,07/11/2020,District of Columbia,Female,55-64 years,41,236,51,39,0,53,
07/22/2020,02/01/2020,07/11/2020,District of Columbia,Female,65-74 years,61,319,82,59,,85,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,District of Columbia,Female,75-84 years,56,299,78,56,0,78,
07/22/2020,02/01/2020,07/11/2020,District of Columbia,Female,85 years and over,81,477,101,79,0,103,
07/22/2020,02/01/2020,07/11/2020,District of Columbia,Female,All ages,265,"1,552",348,259,,358,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,District of Columbia,Unknown,All ages,0,0,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,District of Columbia Total,All,All Ages,644,"3,511",819,629,,843,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Florida,Male,Under 1 year,0,315,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Florida,Male,1-4 years,0,65,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Florida,Male,5-14 years,,99,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Florida,Male,15-24 years,,769,15,,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Florida,Male,25-34 years,20,"1,567",40,10,,55,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Florida,Male,35-44 years,62,"2,038",85,27,,126,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Florida,Male,45-54 years,136,"3,469",217,74,20,297,
07/22/2020,02/01/2020,07/11/2020,Florida,Male,55-64 years,280,"8,038",566,148,31,729,
07/22/2020,02/01/2020,07/11/2020,Florida,Male,65-74 years,550,"12,146","1,123",292,36,"1,417",
07/22/2020,02/01/2020,07/11/2020,Florida,Male,75-84 years,699,"14,557","1,417",359,34,"1,790",
07/22/2020,02/01/2020,07/11/2020,Florida,Male,85 years and over,616,"13,847","1,221",301,20,"1,553",
07/22/2020,02/01/2020,07/11/2020,Florida,Male,All ages,"2,368","56,910","4,694","1,214",159,"5,999",
07/22/2020,02/01/2020,07/11/2020,Florida,Female,Under 1 year,0,258,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Florida,Female,1-4 years,0,56,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Florida,Female,5-14 years,0,68,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Florida,Female,15-24 years,,273,,,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Florida,Female,25-34 years,11,699,33,,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
